Timestamp, Url, Operator, Speed
1523438325.95, http://www.bbc.com/, 201199.0, 3, False
1523438327.02, http://www.bbc.com/, 220081.0, 3, False
1523438328.0, http://www.bbc.com/, 200806.0, 3, False
1523438329.07, http://www.bbc.com/, 212456.0, 3, False
1523438333.85, http://www.bbc.com/, 202131.0, 3, False
1523438334.92, http://www.bbc.com/, 209438.0, 3, False
1523438335.95, http://www.bbc.com/, 206670.0, 3, False
1523438336.98, http://www.bbc.com/, 202090.0, 3, False
1523438338.05, http://www.bbc.com/, 216053.0, 3, False
1523438344.9, http://www.bbc.com/, 203792.0, 3, False
1523438345.96, http://www.bbc.com/, 182250.0, 3, False
1523438347.13, http://www.bbc.com/, 234257.0, 3, False
1523438348.06, http://www.bbc.com/, 213223.0, 3, False
1523438349.07, http://www.bbc.com/, 208925.0, 3, False
1523438354.09, http://www.bbc.com/, 221692.0, 3, False
1523438355.07, http://www.bbc.com/, 202532.0, 3, False
1523438356.12, http://www.bbc.com/, 190702.0, 3, False
1523438357.25, http://www.bbc.com/, 157668.0, 3, False
1523438358.59, http://www.bbc.com/, 226405.0, 3, False
1523438364.13, http://www.bbc.com/, 247602.0, 3, False
1523438365.01, http://www.bbc.com/, 214017.0, 3, False
1523438366.02, http://www.bbc.com/, 203485.0, 3, False
1523438367.08, http://www.bbc.com/, 144411.0, 3, False
1523438368.54, http://www.bbc.com/, 192013.0, 3, False
1523438372.61, http://www.bbc.com/, 204767.0, 3, False
1523438373.66, http://www.bbc.com/, 203284.0, 3, False
1523438374.71, http://www.bbc.com/, 210481.0, 3, False
1523438375.74, http://www.bbc.com/, 141206.0, 3, False
1523438377.24, http://www.bbc.com/, 189215.0, 3, False
1523438381.23, http://www.bbc.com/, 144397.0, 3, False
1523438382.7, http://www.bbc.com/, 213767.0, 3, False
1523438383.71, http://www.bbc.com/, 207387.0, 3, False
1523438384.74, http://www.bbc.com/, 217024.0, 3, False
1523438385.74, http://www.bbc.com/, 193891.0, 3, False
1523438389.83, http://www.bbc.com/, 122628.0, 3, False
1523438391.7, http://www.bbc.com/, 171913.0, 3, False
1523438392.94, http://www.bbc.com/, 142538.0, 3, False
1523438394.42, http://www.bbc.com/, 167144.0, 3, False
1523438395.69, http://www.bbc.com/, 176215.0, 3, False
1523438399.71, http://www.bbc.com/, 197531.0, 3, False
1523438400.79, http://www.bbc.com/, 185652.0, 3, False
1523438401.95, http://www.bbc.com/, 189478.0, 3, False
1523438403.18, http://www.bbc.com/, 202406.0, 3, False
1523438404.25, http://www.bbc.com/, 173016.0, 3, False
1523438408.43, http://www.bbc.com/, 200301.0, 3, False
1523438409.5, http://www.bbc.com/, 257707.0, 3, False
1523438410.35, http://www.bbc.com/, 198496.0, 3, False
1523438411.43, http://www.bbc.com/, 203683.0, 3, False
1523438412.49, http://www.bbc.com/, 203530.0, 3, False
1523438416.33, http://www.bbc.com/, 142596.0, 3, False
1523438417.81, http://www.bbc.com/, 145930.0, 3, False
1523438419.25, http://www.bbc.com/, 115368.0, 3, False
1523438421.07, http://www.bbc.com/, 94424.0, 3, False
1523438423.27, http://www.bbc.com/, 101904.0, 3, False
1523438428.86, http://www.bbc.com/, 211001.0, 3, False
1523438429.89, http://www.bbc.com/, 211919.0, 3, False
1523438430.9, http://www.bbc.com/, 201982.0, 3, False
1523438431.96, http://www.bbc.com/, 205997.0, 3, False
1523438433.01, http://www.bbc.com/, 206694.0, 3, False
1523438437.82, http://www.bbc.com/, 210643.0, 3, False
1523438438.84, http://www.bbc.com/, 188334.0, 3, False
1523438439.97, http://www.bbc.com/, 199342.0, 3, False
1523438441.05, http://www.bbc.com/, 215260.0, 3, False
1523438442.05, http://www.bbc.com/, 195743.0, 3, False
1523438446.97, http://www.bbc.com/, 223291.0, 3, False
1523438447.94, http://www.bbc.com/, 208897.0, 3, False
1523438448.97, http://www.bbc.com/, 210657.0, 3, False
1523438449.99, http://www.bbc.com/, 200852.0, 3, False
1523438451.05, http://www.bbc.com/, 193782.0, 3, False
1523438455.52, http://www.bbc.com/, 191251.0, 3, False
1523438456.64, http://www.bbc.com/, 120972.0, 3, False
1523438458.37, http://www.bbc.com/, 159839.0, 3, False
1523438459.7, http://www.bbc.com/, 162696.0, 3, False
1523438461.0, http://www.bbc.com/, 130760.0, 3, False
1523438466.4, http://www.bbc.com/, 207056.0, 3, False
1523438467.44, http://www.bbc.com/, 254417.0, 3, False
1523438468.29, http://www.bbc.com/, 186507.0, 3, False
1523438469.44, http://www.bbc.com/, 177962.0, 3, False
1523438470.64, http://www.bbc.com/, 217853.0, 3, False
1523438474.19, http://www.bbc.com/, 211522.0, 3, False
1523438475.21, http://www.bbc.com/, 208428.0, 3, False
1523438476.24, http://www.bbc.com/, 207430.0, 3, False
1523438477.27, http://www.bbc.com/, 147528.0, 3, False
1523438478.71, http://www.bbc.com/, 208465.0, 3, False



Timestamp, Operator, AvgRtt1523438283.78, 3, 158.0
1523438283.79, Telia, 138.0
1523438288.99, 3, 158.5
1523438289.19, Telia, 246.5
1523438294.15, 3, 150.333333333
1523438299.31, 3, 148.25
1523438299.93, Telia, 213.333333333
1523438304.69, 3, 190.2
1523438305.11, Telia, 200.75
1523438309.89, 3, 185.833333333
1523438310.29, Telia, 191.0
1523438315.08, 3, 182.571428571
1523438315.47, Telia, 184.0
1523438320.26, 3, 179.0
1523438320.65, Telia, 179.285714286
1523438325.52, 3, 184.444444444
1523438325.78, Telia, 170.0
1523438330.71, 3, 182.3
1523438331.07, Telia, 179.333333333
1523438335.97, 3, 189.0
1523438336.24, Telia, 175.9
1523438341.16, 3, 189.2
1523438341.4, Telia, 174.8
1523438346.33, 3, 189.7
1523438346.58, Telia, 154.3
1523438351.53, 3, 192.7
1523438351.73, Telia, 151.5
1523438356.7, 3, 171.6
1523438356.88, Telia, 146.9
1523438361.89, 3, 170.3
1523438362.01, Telia, 142.3
1523438367.06, 3, 168.6
1523438367.19, Telia, 141.6
1523438372.24, 3, 167.4
1523438372.33, Telia, 137.7
1523438377.41, 3, 158.8
1523438377.5, Telia, 141.1
1523438382.62, 3, 160.7
1523438382.66, Telia, 128.9
1523438387.81, Telia, 126.1
1523438387.84, 3, 157.8
1523438392.96, Telia, 125.5
1523438393.02, 3, 156.0
1523438398.08, Telia, 120.23
1523438398.22, 3, 159.2
1523438403.21, Telia, 118.31
1523438403.42, 3, 159.1
1523438408.35, Telia, 116.61
1523438408.6, 3, 157.8
1523438413.52, Telia, 119.71
1523438413.77, 3, 156.5
1523438418.66, Telia, 116.41
1523438419.12, 3, 173.8
1523438423.84, Telia, 120.01
1523438424.35, 3, 179.6
1523438428.97, Telia, 116.21
1523438429.56, 3, 183.5
1523438434.12, Telia, 115.11
1523438434.79, 3, 184.8
1523438439.27, Telia, 114.91
1523438439.99, 3, 182.6
1523438444.4, Telia, 112.77
1523438445.2, 3, 187.0
1523438449.58, Telia, 116.64
1523438450.38, 3, 184.2
1523438454.71, Telia, 116.76
1523438455.55, 3, 181.1
1523438459.84, Telia, 117.46
1523438460.99, 3, 208.1
1523438464.99, Telia, 114.16
1523438466.15, 3, 208.3
1523438470.13, Telia, 114.36
1523438471.53, 3, 211.1
1523438475.29, Telia, 112.56
1523438476.72, 3, 207.1
1523438480.43, Telia, 113.36
1523438481.89, 3, 202.9
